"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P784S1A3","LLAVEHOG","FEX_C"
6002373,1,1,1,2,"60023731",242.763762660576
6002373,2,1,2,3,"60023731",242.763762660576
6002378,1,1,1,3,"60023781",821.842189695553
6002384,1,1,1,3,"60023841",141.270154912774
6002384,2,1,2,4,"60023841",141.270154912774
6002384,3,1,3,6,"60023841",141.270154912774
6002387,1,1,1,4,"60023871",101.909338199496
6002388,1,1,1,1,"60023881",194.448711953707
6002392,1,1,1,2,"60023921",242.763762660576
6002401,1,1,1,3,"60024011",144.094925093979
6002401,2,1,2,4,"60024011",144.094925093979
6002406,1,1,1,4,"60024061",732.266998341546
6002409,1,1,1,3,"60024091",727.189433480041
6002409,2,1,2,4,"60024091",727.189433480041
6002413,1,1,1,5,"60024131",514.169489222867
6002413,2,1,2,6,"60024131",514.169489222867
6002425,1,1,1,6,"60024251",307.456406981566
6002429,1,1,1,3,"60024291",106.793644693854
6002429,2,1,2,4,"60024291",106.793644693854
6002430,1,1,1,4,"60024301",190.524268600481
6002430,2,1,2,5,"60024301",190.524268600481
6002470,1,1,1,2,"60024701",498.602696132969
6002497,1,1,1,3,"60024971",532.972427839244
6002519,1,1,1,2,"60025191",364.66018752617
6002524,1,1,1,5,"60025241",566.820562911515
6002537,1,1,1,3,"60025371",346.932925930605
6002553,1,1,1,3,"60025531",633.105750489478
6002553,2,1,2,4,"60025531",633.105750489478
6002553,3,1,3,5,"60025531",633.105750489478
6002554,1,1,1,2,"60025541",333.700911403761
6002554,2,1,2,3,"60025541",333.700911403761
6002557,1,1,1,3,"60025571",429.380390001565
6002559,1,1,1,3,"60025591",513.514675887896
6002560,1,1,1,4,"60025601",534.193594847795
6002560,2,1,2,5,"60025601",534.193594847795
6002560,3,1,3,6,"60025601",534.193594847795
6002562,1,1,1,4,"60025621",421.404950025301
6002562,2,1,2,5,"60025621",421.404950025301
6002577,1,1,1,4,"60025771",921.902190609117
6002579,1,1,1,3,"60025791",865.215201301758
6002579,2,1,2,4,"60025791",865.215201301758
6002593,1,1,1,2,"60025931",356.248863840684
6002606,1,1,1,1,"60026061",1028.28096185959
6002626,1,1,1,3,"60026261",921.686968291362
6002626,2,1,2,4,"60026261",921.686968291362
6002631,1,1,1,2,"60026311",1274.04188333358
6002635,1,1,1,5,"60026351",1029.43862733599
6002639,1,1,1,2,"60026391",883.823539540043
6002641,1,1,1,3,"60026411",934.35813118016
6002641,2,1,2,4,"60026411",934.35813118016
6002672,1,1,1,3,"60026721",219.951370382396
6002672,2,1,2,4,"60026721",219.951370382396
6002673,1,1,1,4,"60026731",301.220083240601
6002678,1,1,1,3,"60026781",873.638713241249
6002686,1,1,1,3,"60026861",523.907070275594
6002686,2,1,2,4,"60026861",523.907070275594
6002691,1,1,1,3,"60026911",480.047361456096
6002691,2,1,2,4,"60026911",480.047361456096
6002705,1,1,1,3,"60027051",742.684017117584
6002705,2,1,2,4,"60027051",742.684017117584
6002724,1,1,1,3,"60027241",934.095404412359
6002744,1,1,1,5,"60027441",618.100583949348
6002752,1,1,1,4,"60027521",353.816666793269
6002756,1,1,1,3,"60027561",456.983293634425
6002756,2,1,2,4,"60027561",456.983293634425
6002763,1,1,1,3,"60027631",1815.58150548572
6002763,2,1,2,4,"60027631",1815.58150548572
6002764,2,1,2,6,"60027641",1565.05941595748
6002764,3,1,3,7,"60027641",1565.05941595748
6002764,1,1,1,5,"60027641",1565.05941595748
6002765,1,1,1,3,"60027651",620.873062666324
6002766,1,1,1,3,"60027661",400.616323780928
6002767,2,1,2,4,"60027671",485.734888279581
6002767,1,1,1,3,"60027671",485.734888279581
6002768,1,1,1,3,"60027681",1220.8201147984
6002769,1,1,1,3,"60027691",491.085815496784
6002769,2,1,2,4,"60027691",491.085815496784
6002769,3,1,3,5,"60027691",491.085815496784
6002771,1,1,1,4,"60027711",205.938966482828
6002771,2,1,2,5,"60027711",205.938966482828
6002774,1,1,1,4,"60027741",188.097345982146
6002774,2,1,2,5,"60027741",188.097345982146
6002775,1,1,1,3,"60027751",326.266638373566
6002775,2,1,2,4,"60027751",326.266638373566
6002775,3,1,3,5,"60027751",326.266638373566
6002775,4,1,4,6,"60027751",326.266638373566
6002776,1,1,1,3,"60027761",485.556090114284
6002776,2,1,2,4,"60027761",485.556090114284
6002776,3,1,3,5,"60027761",485.556090114284
6002776,4,1,4,7,"60027761",485.556090114284
6002776,5,1,5,8,"60027761",485.556090114284
6002779,1,1,1,3,"60027791",461.657466574627
6002780,1,1,1,2,"60027801",336.55606714601
6002780,2,1,2,3,"60027801",336.55606714601
6002781,1,1,1,3,"60027811",346.353836161707
6002781,1,2,1,3,"60027812",346.353836161707
6002785,1,1,1,3,"60027851",223.761915024204
6002786,1,1,1,3,"60027861",281.110147539942
6002786,2,1,2,4,"60027861",281.110147539942
6002839,1,1,1,3,"60028391",1534.5317242265
6002878,1,1,1,3,"60028781",1378.85519721301
6002878,2,1,2,4,"60028781",1378.85519721301
6002878,3,1,3,5,"60028781",1378.85519721301
6002884,1,1,1,3,"60028841",255.61693292072
6002884,2,1,2,4,"60028841",255.61693292072
6002886,1,1,1,1,"60028861",561.392250136246
6002886,2,1,2,2,"60028861",561.392250136246
6002901,1,1,1,3,"60029011",997.067855150429
6002904,1,1,1,3,"60029041",1554.25292655309
6002904,2,1,2,4,"60029041",1554.25292655309
6002904,3,1,3,5,"60029041",1554.25292655309
6002905,1,1,1,4,"60029051",1398.05457330537
6002908,1,1,1,3,"60029081",1395.39337704663
6002909,1,1,1,2,"60029091",1191.80563370996
6002909,2,1,2,3,"60029091",1191.80563370996
6002937,1,1,1,3,"60029371",60.7584822322455
6002937,2,1,2,4,"60029371",60.7584822322455
6002941,1,1,1,3,"60029411",581.293506402433
6002941,2,1,2,4,"60029411",581.293506402433
6002947,1,1,1,3,"60029471",649.926789424508
6002947,2,1,2,4,"60029471",649.926789424508
6002948,1,1,1,5,"60029481",1317.35508493309
6002948,2,1,2,6,"60029481",1317.35508493309
6002950,1,1,1,3,"60029501",747.843417549746
6002963,1,1,1,2,"60029631",591.042122105065
6002986,1,1,1,5,"60029861",649.236071862279
6003008,1,1,1,2,"60030081",1159.95662559483
6003008,2,1,2,3,"60030081",1159.95662559483
6003013,1,1,1,3,"60030131",149.621433069896
6003013,2,1,2,4,"60030131",149.621433069896
6003013,3,1,3,5,"60030131",149.621433069896
6003018,2,1,2,3,"60030181",1112.09101110717
6003018,3,1,3,4,"60030181",1112.09101110717
6003018,1,1,1,2,"60030181",1112.09101110717
6003020,1,1,1,2,"60030201",572.624239554238
6003020,2,1,2,3,"60030201",572.624239554238
6003022,1,1,1,3,"60030221",1219.66063951383
6003029,1,1,1,3,"60030291",883.0292307289
6003032,1,1,1,3,"60030321",766.52366663127
6003033,1,1,1,3,"60030331",521.229144252758
6003036,1,1,1,3,"60030361",839.589759349893
6003036,2,1,2,4,"60030361",839.589759349893
6003038,1,1,1,3,"60030381",476.234088258572
6003040,1,1,1,3,"60030401",748.012591103928
6003040,2,1,2,4,"60030401",748.012591103928
6003040,3,1,3,5,"60030401",748.012591103928
6003040,4,1,4,6,"60030401",748.012591103928
6003041,1,1,1,3,"60030411",577.115630391309
6003044,1,1,1,3,"60030441",584.994480922424
6003044,2,1,2,4,"60030441",584.994480922424
6003044,3,1,3,5,"60030441",584.994480922424
6003047,2,1,2,3,"60030471",890.444916321445
6003047,3,1,3,4,"60030471",890.444916321445
6003047,4,1,4,5,"60030471",890.444916321445
6003047,1,1,1,2,"60030471",890.444916321445
6003048,1,1,1,4,"60030481",123.868832356214
6003048,2,1,2,6,"60030481",123.868832356214
6003052,1,1,1,2,"60030521",129.208894504136
6003052,2,1,2,4,"60030521",129.208894504136
6003056,1,1,1,3,"60030561",2489.34343431902
6003058,1,1,1,3,"60030581",1979.79602844563
6003058,2,1,2,4,"60030581",1979.79602844563
6003061,1,1,1,2,"60030611",1969.04096778303
6003062,1,1,1,3,"60030621",2045.97603524934
6003062,2,1,2,4,"60030621",2045.97603524934
6003065,1,1,1,3,"60030651",613.080741025188
6003065,2,1,2,4,"60030651",613.080741025188
6003066,1,1,1,2,"60030661",643.864091322985
6003066,2,1,2,3,"60030661",643.864091322985
6003066,3,1,3,4,"60030661",643.864091322985
6003067,1,1,1,3,"60030671",576.871707148323
6003067,2,1,2,4,"60030671",576.871707148323
6003067,3,1,3,5,"60030671",576.871707148323
6003068,1,1,1,4,"60030681",462.865583458901
6003068,2,1,2,5,"60030681",462.865583458901
6003071,1,1,1,3,"60030711",553.322159365254
6003072,1,1,1,3,"60030721",883.751281877314
6003076,1,1,1,6,"60030761",1861.9446870729
6003077,1,1,1,3,"60030771",1221.54514735121
6003081,1,1,1,3,"60030811",2159.10925548846
6003081,2,1,2,4,"60030811",2159.10925548846
6003086,1,1,1,3,"60030861",2277.15703809356
6003086,2,1,2,4,"60030861",2277.15703809356
6003088,1,1,1,3,"60030881",3549.11337451677
6003088,2,1,2,5,"60030881",3549.11337451677
6003092,1,1,1,3,"60030921",2063.51682024466
6003092,2,1,2,4,"60030921",2063.51682024466
6003092,3,1,3,5,"60030921",2063.51682024466
6003095,1,1,1,4,"60030951",1982.53679418155
6003101,1,1,1,2,"60031011",2049.86497282672
6003112,1,1,1,3,"60031121",2825.91436551383
6003118,1,1,1,3,"60031181",2566.45331687296
6003164,1,1,1,2,"60031641",290.981805892778
6003180,1,1,1,5,"60031801",2251.229484056
6003180,2,1,2,6,"60031801",2251.229484056
6003187,1,1,1,4,"60031871",1078.60989973059
6003187,2,1,2,5,"60031871",1078.60989973059
6003216,1,1,1,3,"60032161",1188.66539695517
6003224,1,1,1,3,"60032241",468.840777620019
6003225,1,1,1,3,"60032251",404.034243999488
6003226,1,1,1,2,"60032261",468.840777620019
6003226,2,1,2,3,"60032261",468.840777620019
6003227,1,1,1,2,"60032271",244.205105511488
6003227,2,1,2,3,"60032271",244.205105511488
6003228,1,1,1,3,"60032281",250.674343824995
6003228,2,1,2,4,"60032281",250.674343824995
6003229,1,1,1,2,"60032291",320.369410787662
6003229,2,1,2,3,"60032291",320.369410787662
6003229,3,1,3,4,"60032291",320.369410787662
6003246,1,1,1,3,"60032461",2633.09051228686
6003249,1,1,1,3,"60032491",1404.24464015298
6003256,1,1,1,3,"60032561",233.936549920896
6003258,1,1,1,3,"60032581",233.936549920896
6003278,1,1,1,2,"60032781",2062.43281978864
6003282,1,1,1,2,"60032821",2285.32044040464
6003282,2,1,2,3,"60032821",2285.32044040464
6003283,1,1,1,2,"60032831",1996.49897841139
6003283,2,1,2,3,"60032831",1996.49897841139
6003284,1,1,1,3,"60032841",2567.19254309993
6003289,1,1,1,3,"60032891",536.600033263888
6003289,2,1,2,4,"60032891",536.600033263888
6003297,1,1,1,3,"60032971",514.422941375572
6003297,2,1,2,4,"60032971",514.422941375572
6003297,3,1,3,5,"60032971",514.422941375572
6003299,1,1,1,3,"60032991",506.018022804575
6003300,1,1,1,5,"60033001",482.499117229678
6003300,2,1,2,6,"60033001",482.499117229678
6003308,1,1,1,4,"60033081",1348.43103479758
6003308,2,1,2,5,"60033081",1348.43103479758
6003308,3,1,3,6,"60033081",1348.43103479758
6003310,1,1,1,3,"60033101",1907.17904919222
6003329,1,1,1,3,"60033291",343.908948703569
6003331,1,1,1,3,"60033311",984.43872703225
6003347,1,1,1,2,"60033471",170.054971631132
6003347,2,1,2,3,"60033471",170.054971631132
6003354,1,1,1,3,"60033541",184.324248406184
6003355,2,1,2,3,"60033551",526.771732818139
6003355,1,1,1,2,"60033551",526.771732818139
6003361,1,1,1,2,"60033611",1092.79095269597
6003410,1,1,1,6,"60034101",1391.68540648072
6003411,1,1,1,3,"60034111",541.581721117071
6003411,2,1,2,4,"60034111",541.581721117071
6003414,1,1,1,3,"60034141",408.909526230627
6003414,2,1,2,4,"60034141",408.909526230627
6003417,1,1,1,3,"60034171",255.61693292072
6003424,1,1,1,1,"60034241",1173.48147938733
6003424,2,1,2,1,"60034241",1173.48147938733
6003437,1,1,1,3,"60034371",826.670789599062
6003437,2,1,2,4,"60034371",826.670789599062
6003437,3,1,3,5,"60034371",826.670789599062
6003438,1,1,1,3,"60034381",399.719322098599
6003438,2,1,2,4,"60034381",399.719322098599
6003440,1,1,1,4,"60034401",249.871965776523
6003443,1,1,1,2,"60034431",1105.3439812506
6003446,1,1,1,4,"60034461",441.719372863512
6003447,1,1,1,2,"60034471",249.871965776523
6003447,2,1,2,3,"60034471",249.871965776523
6003450,1,1,1,3,"60034501",3078.08144911433
6003450,2,1,2,4,"60034501",3078.08144911433
6003452,1,1,1,2,"60034521",5919.94343144054
6003452,2,1,2,3,"60034521",5919.94343144054
6003455,1,1,1,3,"60034551",3642.69277665338
6003490,1,1,1,3,"60034901",839.589759349893
6003497,1,1,1,3,"60034971",780.639563761992
6003498,1,1,1,3,"60034981",34.527667170898
6003498,2,1,2,4,"60034981",34.527667170898
6003498,3,1,3,5,"60034981",34.527667170898
6003500,2,1,2,3,"60035001",32.5949651852858
6003500,3,1,3,4,"60035001",32.5949651852858
6003500,1,1,1,2,"60035001",32.5949651852858
6003508,1,1,1,3,"60035081",991.928392588214
6003508,2,1,2,4,"60035081",991.928392588214
6003514,1,1,1,2,"60035141",2425.61229231288
6003514,2,1,2,3,"60035141",2425.61229231288
6003520,1,1,1,3,"60035201",2514.74862966247
6003520,2,1,2,4,"60035201",2514.74862966247
6003522,1,1,1,5,"60035221",2757.30299532977
6003525,1,1,1,3,"60035251",2628.60500841656
6003527,1,1,1,4,"60035271",2119.5307067962
6003543,1,1,1,3,"60035431",2590.87404227241
6003574,1,1,1,3,"60035741",470.391084184551
6003591,1,1,1,4,"60035911",342.685275877198
6003591,2,1,2,5,"60035911",342.685275877198
6003591,3,1,3,6,"60035911",342.685275877198
6003596,1,1,1,4,"60035961",481.809217518728
6003597,1,1,1,4,"60035971",569.986985328127
6003597,2,1,2,8,"60035971",569.986985328127
6003597,3,1,3,15,"60035971",569.986985328127
6003598,1,1,1,3,"60035981",436.470370987407
6003598,2,1,2,4,"60035981",436.470370987407
6003603,1,1,1,3,"60036031",503.050291536619
6003603,2,1,2,4,"60036031",503.050291536619
6003604,1,1,1,4,"60036041",304.109706060805
6003606,1,1,1,3,"60036061",525.320126716368
6003606,2,1,2,4,"60036061",525.320126716368
6003608,1,1,1,4,"60036081",476.165639421786
6003610,1,1,1,3,"60036101",1660.00450395758
6003617,1,1,1,7,"60036171",1609.69521094968
6003617,2,1,2,11,"60036171",1609.69521094968
6003620,1,1,1,3,"60036201",1847.1055804483
6003631,1,1,1,6,"60036311",2084.68005025328
6003631,2,1,2,7,"60036311",2084.68005025328
6003631,3,1,3,8,"60036311",2084.68005025328
6003633,1,1,1,3,"60036331",1805.86815329845
6003633,2,1,2,4,"60036331",1805.86815329845
6003639,1,1,1,3,"60036391",2017.33736256906
6003643,1,1,1,3,"60036431",1998.32260501406
6003643,2,1,2,4,"60036431",1998.32260501406
6003648,1,1,1,6,"60036481",2111.00872644801
6003650,1,1,1,2,"60036501",1440.85938697388
6003657,1,1,1,6,"60036571",1433.55322451825
6003663,1,1,1,3,"60036631",461.307590813918
6003663,2,1,2,4,"60036631",461.307590813918
6003672,1,1,1,2,"60036721",336.720790358876
6003672,2,1,2,3,"60036721",336.720790358876
6003672,3,1,3,4,"60036721",336.720790358876
6003675,1,1,1,2,"60036751",2374.74996982272
6003675,2,1,2,3,"60036751",2374.74996982272
6003677,1,1,1,2,"60036771",2231.21884226729
6003677,2,1,2,3,"60036771",2231.21884226729
6003677,3,1,3,4,"60036771",2231.21884226729
6003677,4,1,4,5,"60036771",2231.21884226729
6003680,1,1,1,3,"60036801",2200.34727275727
6003680,2,1,2,4,"60036801",2200.34727275727
6003682,1,1,1,5,"60036821",2583.5371130645
6003683,1,1,1,3,"60036831",940.238870504327
6003683,2,1,2,4,"60036831",940.238870504327
6003683,3,1,3,5,"60036831",940.238870504327
6003685,1,1,1,8,"60036851",349.694210200096
6003688,1,1,1,3,"60036881",631.055055475315
6003688,2,1,2,4,"60036881",631.055055475315
6003688,3,1,3,5,"60036881",631.055055475315
6003696,1,1,1,3,"60036961",2220.27085196108
6003696,2,1,2,4,"60036961",2220.27085196108
6003718,1,1,1,3,"60037181",2377.62173931956
6003723,1,1,1,3,"60037231",2606.69612897806
6003729,1,1,1,3,"60037291",856.059809230434
6003729,2,1,2,4,"60037291",856.059809230434
6003733,1,2,1,3,"60037332",1524.90786702129
6003733,2,2,2,4,"60037332",1524.90786702129
6003734,1,1,1,3,"60037341",324.094355224055
6003739,2,1,2,4,"60037391",702.68574929131
6003739,3,1,3,5,"60037391",702.68574929131
6003739,1,1,1,3,"60037391",702.68574929131
6003742,1,1,1,3,"60037421",441.737017451535
6003742,2,1,2,4,"60037421",441.737017451535
6003742,3,1,3,5,"60037421",441.737017451535
6003745,1,1,1,3,"60037451",557.17603238649
6003747,1,1,1,2,"60037471",323.717318085926
6003749,1,1,1,4,"60037491",488.434288070764
6003757,1,1,1,4,"60037571",1934.86203234657
6003759,1,1,1,3,"60037591",1826.07333636884
6003759,2,1,2,4,"60037591",1826.07333636884
6003760,1,1,1,3,"60037601",1357.644126748
6003765,1,2,1,3,"60037652",675.516865055991
6003765,2,2,2,4,"60037652",675.516865055991
6003766,1,2,1,2,"60037662",327.712188996803
6003766,2,2,2,3,"60037662",327.712188996803
6003768,1,1,1,2,"60037681",501.322430194619
6003776,1,1,1,3,"60037761",1693.25869592822
6003776,2,1,2,4,"60037761",1693.25869592822
6003780,1,1,1,7,"60037801",1359.81476397372
6003780,2,1,2,8,"60037801",1359.81476397372
6003780,3,1,3,10,"60037801",1359.81476397372
6003780,4,1,4,11,"60037801",1359.81476397372
6003786,1,1,1,5,"60037861",2277.17703350668
6003786,2,1,2,6,"60037861",2277.17703350668
6003788,1,1,1,2,"60037881",650.456646588282
6003791,1,1,1,3,"60037911",710.188713861321
6003794,1,1,1,4,"60037941",2571.78905101043
6003795,1,1,1,3,"60037951",835.538080938507
6003800,1,1,1,2,"60038001",714.900821232728
6003800,2,1,2,3,"60038001",714.900821232728
6003801,1,1,1,3,"60038011",832.184622023807
6003801,2,1,2,4,"60038011",832.184622023807
6003801,3,1,3,7,"60038011",832.184622023807
6003804,1,1,1,3,"60038041",545.942181887264
6003804,2,1,2,4,"60038041",545.942181887264
6003805,1,1,1,3,"60038051",882.375186899694
6003805,2,1,2,4,"60038051",882.375186899694
6003805,3,1,3,5,"60038051",882.375186899694
6003806,1,1,1,3,"60038061",2888.41906718973
6003806,2,1,2,4,"60038061",2888.41906718973
6003806,3,1,3,5,"60038061",2888.41906718973
6003813,1,1,1,3,"60038131",3328.56048853228
6003813,2,1,2,4,"60038131",3328.56048853228
6003813,3,1,3,5,"60038131",3328.56048853228
6003814,1,1,1,4,"60038141",448.662931249616
6003814,2,1,2,5,"60038141",448.662931249616
6003814,3,1,3,6,"60038141",448.662931249616
6003816,1,1,1,3,"60038161",638.315367352049
6003816,2,1,2,4,"60038161",638.315367352049
6003816,3,1,3,5,"60038161",638.315367352049
6003818,1,1,1,4,"60038181",481.053146375719
6003819,1,1,1,3,"60038191",721.217493650771
6003819,2,1,2,4,"60038191",721.217493650771
6003819,3,1,3,5,"60038191",721.217493650771
6003820,1,1,1,3,"60038201",638.315367352049
6003820,2,1,2,4,"60038201",638.315367352049
6003821,1,1,1,4,"60038211",637.739696599552
6003821,2,1,2,5,"60038211",637.739696599552
6003822,1,1,1,3,"60038221",746.698945825184
6003822,2,1,2,4,"60038221",746.698945825184
6003824,1,1,1,2,"60038241",601.258064659413
6003825,1,1,1,4,"60038251",452.967078557775
6003825,2,1,2,5,"60038251",452.967078557775
6003826,1,1,1,3,"60038261",748.946825159341
6003826,2,1,2,4,"60038261",748.946825159341
6003826,3,1,3,5,"60038261",748.946825159341
6003828,1,1,1,3,"60038281",782.493251592416
6003828,2,1,2,4,"60038281",782.493251592416
6003842,1,1,1,3,"60038421",483.590828235387
6003842,2,1,2,4,"60038421",483.590828235387
6003842,3,1,3,5,"60038421",483.590828235387
6003870,1,1,1,3,"60038701",1468.39528066785
6003870,2,1,2,4,"60038701",1468.39528066785
6003871,1,1,1,2,"60038711",2558.00783253481
6003872,1,1,1,3,"60038721",2419.59287429586
6003872,2,1,2,4,"60038721",2419.59287429586
6003873,1,1,1,7,"60038731",1605.25934005058
6003875,1,1,1,4,"60038751",1613.16266560077
6003876,1,1,1,3,"60038761",2448.56518493169
6003876,2,1,2,4,"60038761",2448.56518493169
6003876,3,1,3,5,"60038761",2448.56518493169
6003878,1,1,1,5,"60038781",2788.03886534182
6003888,1,1,1,5,"60038881",535.074707083097
6003888,2,1,2,10,"60038881",535.074707083097
6003898,1,1,1,4,"60038981",2158.20553694757
6003898,2,1,2,5,"60038981",2158.20553694757
6003899,1,1,1,4,"60038991",1376.2423335373
6003899,2,1,2,5,"60038991",1376.2423335373
6003904,1,1,1,4,"60039041",1790.64312376931
6003904,2,1,2,5,"60039041",1790.64312376931
6003906,1,1,1,7,"60039061",2388.04570981618
6003907,1,1,1,2,"60039071",1786.21146828607
6003907,2,1,2,3,"60039071",1786.21146828607
6003909,1,1,1,3,"60039091",1784.03143849404
6003909,2,1,2,4,"60039091",1784.03143849404
6003910,1,1,1,3,"60039101",1179.96464989381
6003915,1,1,1,3,"60039151",1969.15202928415
6003915,2,1,2,4,"60039151",1969.15202928415
6003915,3,1,3,5,"60039151",1969.15202928415
6003916,1,1,1,6,"60039161",1071.72998407427
6003920,1,1,1,3,"60039201",579.687794976632
6003920,2,1,2,4,"60039201",579.687794976632
6003926,1,1,1,3,"60039261",2087.62982265945
6003927,1,1,1,3,"60039271",2994.74958256133
6003927,2,1,2,4,"60039271",2994.74958256133
6003929,1,1,1,3,"60039291",2756.34210507949
6003929,2,1,2,4,"60039291",2756.34210507949
6003939,1,1,1,4,"60039391",367.890906913612
6003939,2,1,2,5,"60039391",367.890906913612
6004165,1,1,1,3,"60041651",586.505097522084
6004166,1,1,1,7,"60041661",639.697192853204
6004166,2,1,2,8,"60041661",639.697192853204
6004166,3,1,3,5,"60041661",639.697192853204
6004179,1,1,1,3,"60041791",374.401357633099
6004179,2,1,2,4,"60041791",374.401357633099
6004179,3,1,3,5,"60041791",374.401357633099
6004181,1,2,1,5,"60041812",397.885804572474
6004194,1,1,1,3,"60041941",2546.12594852104
6004194,2,1,2,4,"60041941",2546.12594852104
6004194,3,1,3,5,"60041941",2546.12594852104
6004194,4,1,4,7,"60041941",2546.12594852104
6004216,1,1,1,3,"60042161",1961.88118496853
6004216,2,1,2,4,"60042161",1961.88118496853
6004241,1,1,1,3,"60042411",5019.58970193272
6004241,2,1,2,4,"60042411",5019.58970193272
6004259,1,1,1,4,"60042591",1984.06670402308
6004275,1,1,1,3,"60042751",1552.60098782414
6004275,2,1,2,4,"60042751",1552.60098782414
6004289,1,1,1,3,"60042891",1024.3771031244
6004289,2,1,2,4,"60042891",1024.3771031244
6004289,3,1,3,5,"60042891",1024.3771031244
6004293,1,1,1,3,"60042931",531.482958442199
6004293,2,1,2,4,"60042931",531.482958442199
6004296,1,1,1,3,"60042961",842.589204178537
6004297,1,1,1,3,"60042971",241.998431050044
6004308,1,1,1,3,"60043081",1455.66200604905
6004310,1,1,1,4,"60043101",1569.97357809931
6004310,2,1,2,5,"60043101",1569.97357809931
6004312,1,1,1,3,"60043121",888.828612456407
6004315,1,1,1,3,"60043151",1621.01116571016
6004315,2,1,2,4,"60043151",1621.01116571016
6004315,3,1,3,5,"60043151",1621.01116571016
6004316,1,1,1,3,"60043161",746.970983059014
6004317,1,1,1,2,"60043171",672.498931790649
6004321,1,1,1,2,"60043211",852.242565107197
6004327,1,1,1,2,"60043271",1872.09571419588
6004327,2,1,2,3,"60043271",1872.09571419588
6004343,1,1,1,2,"60043431",2690.95729855285
6004343,2,1,2,3,"60043431",2690.95729855285
6004353,1,1,1,3,"60043531",1969.01407915264
6004353,2,1,2,4,"60043531",1969.01407915264
6004366,1,1,1,3,"60043661",539.423874488393
6004366,2,1,2,4,"60043661",539.423874488393
6004380,1,1,1,3,"60043801",262.291536576733
6004380,2,1,2,4,"60043801",262.291536576733
6004390,1,1,1,3,"60043901",2438.26923708294
6004390,2,1,2,4,"60043901",2438.26923708294
6004390,3,1,3,5,"60043901",2438.26923708294
6004402,1,1,1,2,"60044021",303.726025666092
6004403,1,1,1,3,"60044031",354.068336790066
6004405,1,1,1,1,"60044051",279.572285027584
6004406,1,1,1,3,"60044061",426.772664149354
6004406,2,1,2,4,"60044061",426.772664149354
6004446,1,1,1,3,"60044461",112.498017292123
6004446,2,1,2,4,"60044461",112.498017292123
6004446,3,1,3,5,"60044461",112.498017292123
6004446,4,1,4,10,"60044461",112.498017292123
6004448,1,1,1,2,"60044481",123.755222555333
6004450,1,1,1,2,"60044501",118.768872261819
6004451,1,1,1,3,"60044511",126.087834617567
6004452,1,1,1,1,"60044521",123.434096386287
6004454,1,1,1,2,"60044541",123.434096386287
6004454,2,1,2,3,"60044541",123.434096386287
6004456,1,1,1,3,"60044561",118.447746092773
6004456,2,1,2,4,"60044561",118.447746092773
6004457,1,1,1,3,"60044571",123.434096386287
6004457,2,1,2,4,"60044571",123.434096386287
6004458,1,1,1,3,"60044581",125.766708448521
6004458,2,1,2,4,"60044581",125.766708448521
6004458,3,1,3,5,"60044581",125.766708448521
6004461,1,1,1,3,"60044611",126.087834617567
6004493,1,1,1,3,"60044931",2355.28194208165
6004494,1,1,1,5,"60044941",2002.5368471965
6004497,1,1,1,4,"60044971",3200.78066288848
6004498,1,1,1,3,"60044981",3059.02012615249
6004498,2,1,2,4,"60044981",3059.02012615249
6004499,1,1,1,4,"60044991",2635.01794838053
6004501,1,1,1,2,"60045011",2182.62332606902
6004504,1,1,1,3,"60045041",2840.45667562785
6004504,2,1,2,4,"60045041",2840.45667562785
6004504,3,1,3,5,"60045041",2840.45667562785
6004509,1,1,1,5,"60045091",2543.57151689247
6004509,2,1,2,6,"60045091",2543.57151689247
6004513,1,1,1,4,"60045131",153.194786811767
6004513,3,1,3,6,"60045131",153.194786811767
6004513,4,1,4,7,"60045131",153.194786811767
6004513,2,1,2,5,"60045131",153.194786811767
6004514,1,1,1,2,"60045141",157.141459926027
6004517,1,1,1,3,"60045171",167.277361235704
6004524,1,1,1,4,"60045241",1735.49249786421
6004527,1,1,1,2,"60045271",1331.69507856497
6004527,2,1,2,3,"60045271",1331.69507856497
6004533,1,1,1,3,"60045331",1354.59903469685
6004536,1,1,1,1,"60045361",1897.52484166208
6004556,1,1,1,3,"60045561",558.95816458231
6004559,1,1,1,3,"60045591",675.465856093276
6004559,2,1,2,4,"60045591",675.465856093276
6004579,1,1,1,6,"60045791",851.341934947012
6004579,2,1,2,7,"60045791",851.341934947012
6004592,1,1,1,3,"60045921",552.903825191207
6004628,1,1,1,3,"60046281",797.244818168157
6004628,2,1,2,4,"60046281",797.244818168157
6004640,1,1,1,2,"60046401",445.489230358878
6004655,1,1,1,4,"60046551",671.088684980712
6004670,1,1,1,3,"60046701",234.015263275006
6004670,2,1,2,4,"60046701",234.015263275006
6004672,1,1,1,3,"60046721",121.273676852087
6004672,2,1,2,4,"60046721",121.273676852087
6004672,3,1,3,5,"60046721",121.273676852087
6004674,1,1,1,3,"60046741",91.9060878669181
6004676,1,1,1,2,"60046761",156.236672928574
6004676,2,1,2,3,"60046761",156.236672928574
6004684,1,1,1,3,"60046841",187.517634367267
6004688,1,1,1,3,"60046881",161.11377972559
6004699,1,1,1,4,"60046991",753.442050115937
6004699,2,1,2,5,"60046991",753.442050115937
6004708,1,1,1,3,"60047081",229.09163229105
6004709,1,1,1,4,"60047091",821.674899551948
