"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P10000","P400","P401","P402","P403","P404","P406S1","P407S1","P408","P4900","P807","P809","P809S1","P420","P171","P6850","P5971","P5971S1","P5971S1A1","P5971S2","P5971S2A1","P5971S3","P5971S3A1","P5971S4","P5971S4A1","P5971S5","P5971S5A1","P5971S6","P5971S6A1","P5971S7","P5971S7A1","P5971S8","P5971S8A1","P5971S9","P5971S9A1","P5971S10","P5971S10A1","LLAVEHOG","FEX_C"
6003105,5,1,5,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031051",2346.83901210325
6003105,6,1,6,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031051",2346.83901210325
6003106,5,1,5,2,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031061",1947.40969744813
6003107,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031071",1697.33765015351
6003107,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031071",1697.33765015351
6003108,4,1,4,1,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031081",2437.85460053481
6003110,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031101",2157.92515326199
6003110,5,1,5,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031101",2157.92515326199
6003113,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031131",2931.96126655179
6003113,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031131",2931.96126655179
6003113,5,1,5,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031131",2931.96126655179
6003113,6,1,6,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031131",2931.96126655179
6003114,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031141",2534.51854904763
6003117,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031171",2978.78621019874
6003117,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031171",2978.78621019874
6003127,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031271",2647.22953549719
6003127,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031271",2647.22953549719
6003127,5,1,5,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031271",2647.22953549719
6003130,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031301",2514.74862966247
6003130,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031301",2514.74862966247
6003132,6,1,6,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031321",2476.13620768819
6003133,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031331",2087.59593897087
6003134,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031341",2534.51854904763
6003135,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031351",2458.39313643769
6003141,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031411",42.9571708769293
6003141,6,1,6,6,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031411",42.9571708769293
6003145,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"7",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031451",48.2764778814585
6003145,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031451",48.2764778814585
6003152,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031521",423.836666016037
6003153,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031531",310.030334748197
6003154,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031541",423.836666016037
6003155,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031551",537.642997283878
6003155,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031551",537.642997283878
6003155,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031551",537.642997283878
6003156,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031561",198.17735338081
6003157,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031571",335.178663429952
6003158,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031581",423.836666016037
6003160,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031601",198.17735338081
6003164,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"7",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031641",290.981805892778
6003167,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031671",335.178663429952
6003171,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031711",198.17735338081
6003172,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031721",569.329103815236
6003174,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031741",438.807874264638
6003178,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031781",1779.04080119595
6003180,6,1,6,6,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031801",2251.229484056
6003185,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031851",1552.60098782414
6003185,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031851",1552.60098782414
6003186,6,1,6,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031861",1261.68482245269
6003191,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"5",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60031911",1174.78098558784
6003200,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032001",1195.97442790915
6003203,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032031",1032.52150586557
6003216,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"4",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032161",1188.66539695517
6003219,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032191",772.582374841096
6003219,6,1,6,6,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032191",772.582374841096
6003223,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"3",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032231",354.963405365928
6003225,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032251",404.034243999488
6003226,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032261",468.840777620019
6003227,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032271",244.205105511488
6003228,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032281",250.674343824995
6003228,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032281",250.674343824995
6003229,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"3",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032291",320.369410787662
6003229,4,1,4,3,4,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032291",320.369410787662
6003230,2,1,2,2,4,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032301",464.393432521996
6003231,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032311",492.741882140634
6003234,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032341",332.41162075425
6003235,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032351",323.608828806622
6003236,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032361",332.515331512326
6003248,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032481",2182.48356622774
6003249,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032491",1404.24464015298
6003249,5,1,5,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60032491",1404.24464015298
