"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P10000","P400","P401","P402","P403","P404","P406S1","P407S1","P408","P4900","P807","P809","P809S1","P420","P171","P6850","P5971","P5971S1","P5971S1A1","P5971S2","P5971S2A1","P5971S3","P5971S3A1","P5971S4","P5971S4A1","P5971S5","P5971S5A1","P5971S6","P5971S6A1","P5971S7","P5971S7A1","P5971S8","P5971S8A1","P5971S9","P5971S9A1","P5971S10","P5971S10A1","LLAVEHOG","FEX_C"
6011894,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60118941",3039.25347527863
6011895,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60118951",2063.03770365724
6011906,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119061",2673.6427582054
6011911,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119111",2833.21465460871
6011921,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119211",3134.4352856791
6011924,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119241",3453.78597096473
6011926,6,1,6,5,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119261",1643.6079335209
6011935,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119351",2676.0738056447
6011938,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119381",2707.84056629597
6011939,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119391",2301.72365658569
6011941,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119411",2532.99296889536
6011942,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119421",3134.4352856791
6011946,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119461",2310.58166232126
6011953,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119531",3276.94048285003
6011953,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119531",3276.94048285003
6011954,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119541",3452.78702560768
6011954,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119541",3452.78702560768
6011963,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119631",3452.78702560768
6011963,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119631",3452.78702560768
6011972,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119721",2531.99402353832
6011988,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60119881",3310.28182843675
6012024,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120241",3277.93942820708
6012024,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120241",3277.93942820708
6012025,5,1,5,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120251",3110.20373939639
6012032,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120321",3101.09394009238
6012036,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120361",2673.6427582054
6012038,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120381",2294.30701596692
6012039,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120391",3510.62196024313
6012039,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120391",3510.62196024313
6012039,6,1,6,6,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120391",3510.62196024313
6012042,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120421",2040.86683749561
6012045,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120451",1961.31962424526
6012053,4,1,4,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120531",2239.88319177194
6012068,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"15",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120681",2372.42212713501
6012069,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120691",4197.7334849194
6012069,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120691",4197.7334849194
6012070,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120701",3719.8098485875
6012092,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120921",2804.13989580327
6012095,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120951",3102.09288544943
6012095,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60120951",3102.09288544943
6012100,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121001",3068.32823408407
6012105,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121051",3276.94048285003
6012106,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121061",3276.94048285003
6012108,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121081",2865.98036061702
6012109,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121091",2707.84056629597
6012111,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121111",3133.64323280106
6012115,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"","60121151",3276.94048285003
6012125,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"3",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121251",2708.83951165301
6012134,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121341",2833.21465460871
6012138,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121381",2548.26866989266
6012140,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121401",3452.78702560768
6012141,5,1,5,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121411",2499.22831753001
6012150,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121501",2627.29440768858
6012154,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121541",2471.15250408161
6012161,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121611",2531.99402353832
6012165,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121651",3009.06119736636
6012169,3,2,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121692",2468.72145664231
6012170,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121701",2548.26866989266
6012174,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121741",3009.06119736636
6012178,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121781",2372.42212713501
6012181,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121811",2602.94428765608
6012182,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121821",2397.02404073594
6012185,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121851",3452.78702560768
6012186,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60121861",2547.26972453561
6012205,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"30",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60122051",1904.46475261098
6012208,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60122081",3276.94048285003
6012208,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60122081",3276.94048285003
6012209,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60122091",2532.99296889536
6012222,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60122221",4595.75877884001
6012222,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60122221",4595.75877884001
