"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P8692S3A1","LLAVEHOG","FEX_C"
6004822,2,1,2,2,"60048221",538.825233981373
6004868,1,1,1,1,"60048681",359.474216213966
6004868,2,1,2,2,"60048681",359.474216213966
6004870,1,1,1,1,"60048701",775.256335178196
6004870,2,1,2,2,"60048701",775.256335178196
6004886,1,1,1,1,"60048861",107.499432915937
6004886,2,1,2,2,"60048861",107.499432915937
6004886,3,1,3,3,"60048861",107.499432915937
6004889,1,1,1,1,"60048891",223.811833289055
6004889,2,1,2,2,"60048891",223.811833289055
6004889,3,1,3,3,"60048891",223.811833289055
6004889,4,1,4,4,"60048891",223.811833289055
6004899,1,1,1,1,"60048991",182.991501419673
6004899,2,1,2,2,"60048991",182.991501419673
6004905,2,1,2,2,"60049051",180.076188479045
6004905,1,1,1,1,"60049051",180.076188479045
6004930,1,1,1,1,"60049301",481.189945238484
6004930,2,1,2,2,"60049301",481.189945238484
6004962,1,1,1,1,"60049621",524.326148048548
6004962,2,1,2,2,"60049621",524.326148048548
6004970,1,1,1,1,"60049701",261.605159675797
6004970,2,1,2,2,"60049701",261.605159675797
6004971,1,1,1,1,"60049711",253.199014409628
6004971,2,1,2,2,"60049711",253.199014409628
6004976,1,1,1,1,"60049761",436.498500076227
6004976,2,1,2,2,"60049761",436.498500076227
6005011,1,1,1,1,"60050111",1332.51192461002
6005011,2,1,2,2,"60050111",1332.51192461002
6005017,1,1,1,1,"60050171",403.389473920679
6005017,2,1,2,2,"60050171",403.389473920679
6005033,1,1,1,1,"60050331",340.308857150179
6005033,2,1,2,2,"60050331",340.308857150179
6005035,1,1,1,1,"60050351",334.0103618189
6005035,2,1,2,2,"60050351",334.0103618189
6005035,3,1,3,3,"60050351",334.0103618189
6005050,1,1,1,1,"60050501",424.445670120831
6005050,2,1,2,2,"60050501",424.445670120831
6005053,1,1,1,1,"60050531",724.760716736156
6005053,2,1,2,3,"60050531",724.760716736156
6005075,1,1,1,1,"60050751",279.563433691179
6005075,2,1,2,2,"60050751",279.563433691179
6005103,1,1,1,3,"60051031",762.326269752604
6005103,2,1,2,4,"60051031",762.326269752604
6005112,1,1,1,1,"60051121",404.061648659255
6005112,2,1,2,2,"60051121",404.061648659255
6005119,1,1,1,1,"60051191",688.028376356958
6005119,2,1,2,2,"60051191",688.028376356958
6005140,1,1,1,1,"60051401",771.726109757589
6005140,2,1,2,2,"60051401",771.726109757589
6005140,3,1,3,3,"60051401",771.726109757589
6005140,4,1,4,4,"60051401",771.726109757589
6005151,1,1,1,1,"60051511",550.510059721162
6005151,2,1,2,2,"60051511",550.510059721162
6005241,1,1,1,1,"60052411",417.226360582805
6005241,2,1,2,2,"60052411",417.226360582805
6005246,1,1,1,1,"60052461",386.114295457051
6005246,2,1,2,2,"60052461",386.114295457051
6005262,1,1,1,1,"60052621",292.125589643808
6005262,2,1,2,2,"60052621",292.125589643808
6005270,1,1,1,1,"60052701",1293.27716096878
6005270,2,1,2,2,"60052701",1293.27716096878
6005286,1,1,1,1,"60052861",1147.66017636266
6005286,2,1,2,2,"60052861",1147.66017636266
6005302,1,1,1,1,"60053021",1828.92589800468
6005302,2,1,2,2,"60053021",1828.92589800468
6005431,1,1,1,1,"60054311",2235.14239798135
6005431,2,1,2,2,"60054311",2235.14239798135
6005432,1,1,1,1,"60054321",2039.27630590343
6005432,2,1,2,2,"60054321",2039.27630590343
6005454,1,1,1,1,"60054541",3686.87399958692
6005454,2,1,2,2,"60054541",3686.87399958692
6005459,1,1,1,1,"60054591",3566.14849726302
6005459,2,1,2,2,"60054591",3566.14849726302
6005464,1,1,1,1,"60054641",5826.75598227656
6005464,2,1,2,2,"60054641",5826.75598227656
6005488,1,1,1,1,"60054881",974.384260014615
6005488,2,1,2,2,"60054881",974.384260014615
6005527,2,1,2,2,"60055271",514.74396921111
6005527,3,1,3,3,"60055271",514.74396921111
6005527,4,1,4,4,"60055271",514.74396921111
6005527,1,1,1,1,"60055271",514.74396921111
6005547,1,1,1,1,"60055471",666.483577189219
6005547,2,1,2,2,"60055471",666.483577189219
6005547,3,1,3,3,"60055471",666.483577189219
6005551,1,1,1,1,"60055511",440.115046394114
6005551,2,1,2,2,"60055511",440.115046394114
6005551,3,1,3,3,"60055511",440.115046394114
6005563,1,1,1,1,"60055631",325.526086655411
6005563,2,1,2,2,"60055631",325.526086655411
6005609,1,1,1,1,"60056091",141.246304818311
6005609,2,1,2,2,"60056091",141.246304818311
6005614,1,1,1,1,"60056141",596.90659342331
6005614,2,1,2,2,"60056141",596.90659342331
6005631,1,1,1,1,"60056311",146.952212457351
6005631,2,1,2,3,"60056311",146.952212457351
6005631,3,1,3,4,"60056311",146.952212457351
6005654,1,1,1,1,"60056541",141.246304818311
6005654,2,1,2,2,"60056541",141.246304818311
6005665,1,1,1,1,"60056651",374.689418380491
6005665,2,1,2,2,"60056651",374.689418380491
6005681,1,1,1,1,"60056811",630.698363641589
6005681,2,1,2,2,"60056811",630.698363641589
6005686,1,1,1,1,"60056861",514.806045333796
6005686,2,1,2,2,"60056861",514.806045333796
6005687,1,1,1,1,"60056871",445.904702227651
6005687,2,1,2,2,"60056871",445.904702227651
6005767,1,1,1,1,"60057671",2062.48518118011
6005767,2,1,2,2,"60057671",2062.48518118011
6005883,1,1,1,1,"60058831",58.4045152113568
6005883,2,1,2,2,"60058831",58.4045152113568
6005901,1,1,1,2,"60059011",19.9532815811457
6005901,2,1,2,1,"60059011",19.9532815811457
6005907,1,1,1,1,"60059071",28.3982270204604
6005907,2,1,2,2,"60059071",28.3982270204604
6005917,1,1,1,1,"60059171",184.358203956844
6005917,2,1,2,2,"60059171",184.358203956844
6005931,1,1,1,1,"60059311",1041.98126324301
6005931,2,1,2,2,"60059311",1041.98126324301
6005937,1,1,1,1,"60059371",745.317100366011
6005937,2,1,2,2,"60059371",745.317100366011
6006011,1,1,1,1,"60060111",128.099320510755
6006011,2,1,2,2,"60060111",128.099320510755
6006060,1,1,1,1,"60060601",1665.43566569149
6006060,2,1,2,2,"60060601",1665.43566569149
6006119,1,1,1,1,"60061191",263.182082070696
6006119,2,1,2,2,"60061191",263.182082070696
6006131,1,1,1,1,"60061311",253.199014409628
6006131,2,1,2,2,"60061311",253.199014409628
6006140,1,1,1,1,"60061401",1224.58796603571
6006140,2,1,2,2,"60061401",1224.58796603571
6006148,1,1,1,1,"60061481",1327.42236688137
6006148,2,1,2,2,"60061481",1327.42236688137
6006165,1,1,1,1,"60061651",164.445367712513
6006165,2,1,2,2,"60061651",164.445367712513
6006207,1,1,1,1,"60062071",1523.74538065494
6006207,2,1,2,2,"60062071",1523.74538065494
6006219,1,1,1,1,"60062191",3697.64979716752
6006219,2,1,2,2,"60062191",3697.64979716752
6006313,1,1,1,1,"60063131",32.6797642530196
6006313,2,1,2,2,"60063131",32.6797642530196
6006348,1,1,1,1,"60063481",124.515027855007
6006348,2,1,2,2,"60063481",124.515027855007
6006356,1,1,1,1,"60063561",119.174965707085
6006356,2,1,2,2,"60063561",119.174965707085
6006361,1,1,1,1,"60063611",2590.87404227241
6006361,2,1,2,2,"60063611",2590.87404227241
6006369,1,1,1,1,"60063691",1819.08391262342
6006369,2,1,2,2,"60063691",1819.08391262342
6006369,3,1,3,3,"60063691",1819.08391262342
6006369,4,1,4,8,"60063691",1819.08391262342
6006389,1,1,1,3,"60063891",2802.03576455485
6006389,2,1,2,4,"60063891",2802.03576455485
6006389,3,1,3,5,"60063891",2802.03576455485
6006429,1,1,1,1,"60064291",1828.92306953893
6006429,2,1,2,2,"60064291",1828.92306953893
6006459,1,1,1,1,"60064591",2531.99402353832
6006459,2,1,2,2,"60064591",2531.99402353832
6006487,1,1,1,1,"60064871",1148.93969471
6006487,2,1,2,2,"60064871",1148.93969471
6006488,1,1,1,1,"60064881",2104.54284165134
6006488,2,1,2,2,"60064881",2104.54284165134
6006493,1,1,1,1,"60064931",2372.42212713501
6006493,2,1,2,2,"60064931",2372.42212713501
6006499,1,1,1,1,"60064991",2063.03770365724
6006499,2,1,2,2,"60064991",2063.03770365724
6006512,1,1,1,1,"60065121",1335.36483605691
6006512,2,1,2,2,"60065121",1335.36483605691
6006529,2,1,2,2,"60065291",1796.15736353062
6006529,1,1,1,1,"60065291",1796.15736353062
6006533,1,1,1,2,"60065331",2710.25273137939
6006533,2,1,2,1,"60065331",2710.25273137939
6006580,1,1,1,1,"60065801",2694.61449681601
6006580,2,1,2,2,"60065801",2694.61449681601
6006631,1,1,1,1,"60066311",399.596055604694
6006631,2,1,2,2,"60066311",399.596055604694
6006641,1,1,1,1,"60066411",1546.76170595781
6006641,2,1,2,2,"60066411",1546.76170595781
6006648,1,1,1,1,"60066481",1451.36969524132
6006648,2,1,2,2,"60066481",1451.36969524132
6006649,1,1,1,1,"60066491",1326.5952530228
6006649,2,1,2,2,"60066491",1326.5952530228
6006710,1,1,1,1,"60067101",389.505501854427
6006710,2,1,2,2,"60067101",389.505501854427
6006712,1,1,1,1,"60067121",304.57616603319
6006712,2,1,2,2,"60067121",304.57616603319
6006712,3,1,3,3,"60067121",304.57616603319
6006750,1,1,1,1,"60067501",2443.74867288797
6006750,2,1,2,2,"60067501",2443.74867288797
6006753,1,1,1,1,"60067531",4380.4057969706
6006753,2,1,2,2,"60067531",4380.4057969706
6006759,1,1,1,1,"60067591",176.425325351913
6006759,2,1,2,2,"60067591",176.425325351913
6006771,1,1,1,1,"60067711",282.959081375344
6006771,2,1,2,2,"60067711",282.959081375344
6006828,1,1,1,1,"60068281",692.06351893175
6006828,2,1,2,2,"60068281",692.06351893175
6006830,1,1,1,1,"60068301",861.605437268591
6006830,2,1,2,2,"60068301",861.605437268591
6006859,1,1,1,1,"60068591",93.5170896300903
6006859,2,1,2,2,"60068591",93.5170896300903
6006863,1,1,1,1,"60068631",93.5170896300903
6006863,2,1,2,2,"60068631",93.5170896300903
6006864,1,1,1,1,"60068641",164.445367712513
6006864,2,1,2,2,"60068641",164.445367712513
6006877,1,1,1,1,"60068771",1220.99149808932
6006877,2,1,2,2,"60068771",1220.99149808932
6006928,1,1,1,1,"60069281",88.8940731229504
6006928,2,1,2,2,"60069281",88.8940731229504
6006935,1,1,1,1,"60069351",90.5696015002276
6006935,2,1,2,2,"60069351",90.5696015002276
6006958,1,1,1,1,"60069581",570.663393046204
6006958,2,1,2,2,"60069581",570.663393046204
6006962,1,1,1,1,"60069621",379.617098173694
6006962,2,1,2,2,"60069621",379.617098173694
6006962,3,1,3,3,"60069621",379.617098173694
6006974,1,1,1,1,"60069741",545.392976714618
6006974,2,1,2,2,"60069741",545.392976714618
6006975,1,1,1,1,"60069751",313.749205097241
6006975,2,1,2,2,"60069751",313.749205097241
6006998,1,1,1,1,"60069981",348.593809753486
6006998,2,1,2,2,"60069981",348.593809753486
6007133,1,1,1,1,"60071331",394.354106777292
6007133,2,1,2,2,"60071331",394.354106777292
6007204,1,1,1,1,"60072041",515.486864111905
6007204,2,1,2,2,"60072041",515.486864111905
6007398,1,1,1,1,"60073981",38.3726505783074
6007398,2,1,2,2,"60073981",38.3726505783074
6007411,1,1,1,1,"60074111",1827.92412418188
6007411,2,1,2,2,"60074111",1827.92412418188
6007418,1,1,1,1,"60074181",1828.92306953893
6007418,2,1,2,2,"60074181",1828.92306953893
6007421,1,1,1,1,"60074211",2134.73511956361
6007421,2,1,2,2,"60074211",2134.73511956361
6007426,1,1,1,1,"60074261",1969.57285884896
6007426,2,1,2,2,"60074261",1969.57285884896
6007440,1,1,1,1,"60074401",1828.92306953893
6007440,2,1,2,2,"60074401",1828.92306953893
6007444,1,1,1,1,"60074441",1828.92306953893
6007444,2,1,2,2,"60074441",1828.92306953893
6007449,1,1,1,1,"60074491",2264.11473805465
6007449,2,1,2,2,"60074491",2264.11473805465
6007483,1,1,1,1,"60074831",1398.63740295292
6007483,2,1,2,2,"60074831",1398.63740295292
6007484,1,1,1,1,"60074841",1828.92306953893
6007484,2,1,2,2,"60074841",1828.92306953893
6007487,1,1,1,1,"60074871",1573.05184362831
6007487,2,1,2,2,"60074871",1573.05184362831
6007494,1,1,1,1,"60074941",1643.75031417763
6007494,2,1,2,2,"60074941",1643.75031417763
6007498,1,1,1,1,"60074981",1962.89410698426
6007498,2,1,2,2,"60074981",1962.89410698426
6007501,1,1,1,1,"60075011",1828.92306953893
6007501,2,1,2,2,"60075011",1828.92306953893
6007506,1,1,1,1,"60075061",1962.89410698426
6007506,2,1,2,2,"60075061",1962.89410698426
6007508,1,1,1,1,"60075081",3101.09394009238
6007508,2,1,2,2,"60075081",3101.09394009238
6007528,1,1,1,1,"60075281",1962.89410698426
6007528,2,1,2,2,"60075281",1962.89410698426
6007533,1,1,1,1,"60075331",1828.92306953893
6007533,2,1,2,2,"60075331",1828.92306953893
6007539,1,1,1,1,"60075391",1493.93778710318
6007539,2,1,2,2,"60075391",1493.93778710318
6007559,1,1,1,1,"60075591",1732.62374003162
6007559,2,1,2,2,"60075591",1732.62374003162
6007560,1,1,1,2,"60075601",1636.5854671273
6007560,2,1,2,1,"60075601",1636.5854671273
6007562,1,1,1,1,"60075621",3101.09394009238
6007562,2,1,2,2,"60075621",3101.09394009238
6007567,1,1,1,1,"60075671",1732.62374003162
6007567,2,1,2,2,"60075671",1732.62374003162
6007568,1,1,1,1,"60075681",2372.42212713501
6007568,2,1,2,2,"60075681",2372.42212713501
6007574,1,1,1,1,"60075741",3009.06119736636
6007574,2,1,2,2,"60075741",3009.06119736636
6007579,1,1,1,1,"60075791",2360.41406756195
6007579,2,1,2,2,"60075791",2360.41406756195
6007582,1,1,1,1,"60075821",2372.42212713501
6007582,2,1,2,2,"60075821",2372.42212713501
6007599,1,1,1,1,"60075991",5006.53073639279
6007599,2,1,2,2,"60075991",5006.53073639279
6007631,1,1,1,1,"60076311",3344.91937077597
6007631,2,1,2,2,"60076311",3344.91937077597
6007641,1,1,1,1,"60076411",3407.96640111834
6007641,2,1,2,2,"60076411",3407.96640111834
6007671,1,1,1,1,"60076711",1789.29764160034
6007671,2,1,2,2,"60076711",1789.29764160034
6007812,1,1,1,2,"60078121",1920.12739980358
6007812,2,1,2,3,"60078121",1920.12739980358
6007815,1,1,1,1,"60078151",517.106568748733
6007815,2,1,2,2,"60078151",517.106568748733
6007831,1,1,1,1,"60078311",1387.40399733785
6007831,2,1,2,2,"60078311",1387.40399733785
6007834,1,1,1,1,"60078341",1855.95348662863
6007834,2,1,2,2,"60078341",1855.95348662863
6007900,1,1,1,1,"60079001",3381.76920856384
6007900,2,1,2,2,"60079001",3381.76920856384
6007907,2,1,2,2,"60079071",3340.96560353261
6007907,1,1,1,1,"60079071",3340.96560353261
6007913,1,1,1,1,"60079131",5225.93462044044
6007913,2,1,2,2,"60079131",5225.93462044044
6007959,1,1,1,1,"60079591",1119.61008391479
6007959,2,1,2,2,"60079591",1119.61008391479
6007964,1,1,1,1,"60079641",223.02243625185
6007964,2,1,2,2,"60079641",223.02243625185
6007968,1,1,1,1,"60079681",155.65164788248
6007968,2,1,2,2,"60079681",155.65164788248
6007969,1,1,1,1,"60079691",239.980704373815
6007969,2,1,2,2,"60079691",239.980704373815
6007986,1,1,1,1,"60079861",148.323792348629
6007986,2,1,2,2,"60079861",148.323792348629
6007992,1,1,1,1,"60079921",519.053905729242
6007992,2,1,2,2,"60079921",519.053905729242
6008004,1,1,1,1,"60080041",621.841142249653
6008004,2,1,2,2,"60080041",621.841142249653
6008031,1,1,1,1,"60080311",600.043160672412
6008031,2,1,2,2,"60080311",600.043160672412
6008033,1,1,1,1,"60080331",333.247634025781
6008033,2,1,2,2,"60080331",333.247634025781
6008040,1,1,1,1,"60080401",162.600182094914
6008040,2,1,2,2,"60080401",162.600182094914
6008053,1,1,1,1,"60080531",826.215077302318
6008053,2,1,2,2,"60080531",826.215077302318
6008053,3,1,3,3,"60080531",826.215077302318
6008053,4,1,4,4,"60080531",826.215077302318
6008054,1,1,1,1,"60080541",498.926453855763
6008054,2,1,2,2,"60080541",498.926453855763
6008057,1,1,1,1,"60080571",673.76270512834
6008057,2,1,2,2,"60080571",673.76270512834
6008062,1,1,1,2,"60080621",703.196792844769
6008062,2,1,2,3,"60080621",703.196792844769
6008062,3,1,3,4,"60080621",703.196792844769
6008062,4,1,4,1,"60080621",703.196792844769
6008073,1,1,1,1,"60080731",201.736794272465
6008073,2,1,2,2,"60080731",201.736794272465
6008079,1,1,1,1,"60080791",535.611244705505
6008079,2,1,2,2,"60080791",535.611244705505
6008083,1,1,1,1,"60080831",450.125802050345
6008083,2,1,2,2,"60080831",450.125802050345
6008083,3,1,3,3,"60080831",450.125802050345
6008091,1,1,1,1,"60080911",906.551713217211
6008091,2,1,2,2,"60080911",906.551713217211
6008210,1,1,1,1,"60082101",262.827982523836
6008210,2,1,2,2,"60082101",262.827982523836
6008213,1,1,1,1,"60082131",197.18983810484
6008213,2,1,2,2,"60082131",197.18983810484
6008218,1,1,1,1,"60082181",197.18983810484
6008218,2,1,2,2,"60082181",197.18983810484
6008228,1,1,1,1,"60082281",299.175335427934
6008228,2,1,2,2,"60082281",299.175335427934
6008229,1,1,1,1,"60082291",217.555161529648
6008229,2,1,2,2,"60082291",217.555161529648
6008234,1,1,1,1,"60082341",359.474216213966
6008234,2,1,2,2,"60082341",359.474216213966
6008295,1,1,1,1,"60082951",373.473422329584
6008295,2,1,2,2,"60082951",373.473422329584
6008301,1,1,1,1,"60083011",894.423727670895
6008301,2,1,2,2,"60083011",894.423727670895
6008325,1,1,1,1,"60083251",309.634994122622
6008325,2,1,2,2,"60083251",309.634994122622
6008358,1,1,1,1,"60083581",483.660969090194
6008358,2,1,2,2,"60083581",483.660969090194
6008419,1,1,1,1,"60084191",876.318017219432
6008419,2,1,2,2,"60084191",876.318017219432
6008441,1,1,1,1,"60084411",263.783879948264
6008441,2,1,2,3,"60084411",263.783879948264
6008441,3,1,3,4,"60084411",263.783879948264
6008494,1,1,1,1,"60084941",420.533035898625
6008494,2,1,2,2,"60084941",420.533035898625
6008643,1,1,1,1,"60086431",2188.75348656294
6008643,2,1,2,3,"60086431",2188.75348656294
6008643,3,1,3,2,"60086431",2188.75348656294
6008643,4,1,4,4,"60086431",2188.75348656294
6008666,1,1,1,1,"60086661",535.333553910941
6008666,2,1,2,2,"60086661",535.333553910941
6008669,1,1,1,1,"60086691",551.203956557826
6008669,2,1,2,2,"60086691",551.203956557826
6008699,1,1,1,1,"60086991",59.4522215482475
6008699,2,1,2,2,"60086991",59.4522215482475
6008711,1,1,1,1,"60087111",439.782565433943
6008711,2,1,2,2,"60087111",439.782565433943
6008722,1,1,1,1,"60087221",1029.31486983933
6008722,2,1,2,2,"60087221",1029.31486983933
6008850,1,1,1,1,"60088501",858.439888659251
6008850,2,1,2,2,"60088501",858.439888659251
6008869,1,1,1,1,"60088691",584.994480922424
6008869,2,1,2,2,"60088691",584.994480922424
6008887,1,1,1,1,"60088871",1311.84459230053
6008887,2,1,2,2,"60088871",1311.84459230053
6008982,1,1,1,1,"60089821",2171.86257316526
6008982,2,1,2,2,"60089821",2171.86257316526
6008989,1,1,1,1,"60089891",2714.37739419872
6008989,2,1,2,3,"60089891",2714.37739419872
6009077,1,1,1,1,"60090771",23.6451992616297
6009077,2,1,2,2,"60090771",23.6451992616297
6009146,1,1,1,1,"60091461",337.203784236369
6009146,2,1,2,2,"60091461",337.203784236369
6009173,1,1,1,1,"60091731",1813.98019035014
6009173,2,1,2,2,"60091731",1813.98019035014
6009174,1,1,1,1,"60091741",1842.50595014087
6009174,2,1,2,2,"60091741",1842.50595014087
6009176,1,1,1,1,"60091761",2207.74737330284
6009176,2,1,2,2,"60091761",2207.74737330284
6009176,3,1,3,3,"60091761",2207.74737330284
6009176,4,1,4,4,"60091761",2207.74737330284
6009196,1,1,1,1,"60091961",2013.71220094149
6009196,2,1,2,2,"60091961",2013.71220094149
6009205,1,1,1,1,"60092051",207.499890454032
6009205,2,1,2,2,"60092051",207.499890454032
6009207,1,1,1,1,"60092071",203.578633997707
6009207,2,1,2,2,"60092071",203.578633997707
6009211,1,1,1,1,"60092111",207.499890454032
6009211,2,1,2,2,"60092111",207.499890454032
6009213,1,1,1,1,"60092131",208.039722209192
6009213,2,1,2,2,"60092131",208.039722209192
6009220,1,1,1,1,"60092201",199.117545786222
6009220,2,1,2,2,"60092201",199.117545786222
6009220,3,1,3,3,"60092201",199.117545786222
6009220,4,1,4,4,"60092201",199.117545786222
6009229,1,1,1,1,"60092291",194.656457574737
6009229,2,1,2,2,"60092291",194.656457574737
6009235,1,1,1,1,"60092351",194.656457574737
6009235,2,1,2,2,"60092351",194.656457574737
6009314,1,1,1,1,"60093141",220.07790309999
6009314,2,1,2,2,"60093141",220.07790309999
6009316,1,1,1,1,"60093161",372.917357110004
6009316,2,1,2,2,"60093161",372.917357110004
6009317,1,1,1,1,"60093171",582.735565412727
6009317,2,1,2,2,"60093171",582.735565412727
6009322,1,1,1,1,"60093221",273.225155502387
6009322,2,1,2,2,"60093221",273.225155502387
6009322,3,1,3,3,"60093221",273.225155502387
6009322,4,1,4,4,"60093221",273.225155502387
6009322,5,1,5,5,"60093221",273.225155502387
6009354,1,1,1,1,"60093541",481.189945238484
6009354,2,1,2,2,"60093541",481.189945238484
6009358,1,1,1,1,"60093581",560.637829618672
6009358,2,1,2,2,"60093581",560.637829618672
6009381,2,1,2,2,"60093811",953.829755719647
6009381,1,1,1,1,"60093811",953.829755719647
6009436,1,1,1,1,"60094361",492.832554503028
6009436,2,1,2,2,"60094361",492.832554503028
6009454,1,1,1,1,"60094541",1404.59304155935
6009454,2,1,2,2,"60094541",1404.59304155935
6009457,1,1,1,1,"60094571",2796.89938037307
6009457,2,1,2,2,"60094571",2796.89938037307
6009498,1,1,1,1,"60094981",1323.65229044254
6009498,2,1,2,2,"60094981",1323.65229044254
6009576,1,1,1,1,"60095761",3566.14849726302
6009576,2,1,2,2,"60095761",3566.14849726302
6009581,1,1,1,1,"60095811",3162.98959863841
6009581,2,1,2,2,"60095811",3162.98959863841
6009588,1,1,1,1,"60095881",5815.98018469596
6009588,2,1,2,2,"60095881",5815.98018469596
6009590,1,1,1,1,"60095901",3919.45175924618
6009590,2,1,2,2,"60095901",3919.45175924618
6009610,1,1,1,1,"60096101",763.835490933308
6009610,2,1,2,2,"60096101",763.835490933308
6009618,1,1,1,1,"60096181",88.8940731229504
6009618,2,1,2,2,"60096181",88.8940731229504
6009621,2,1,2,2,"60096211",88.8940731229504
6009621,1,1,1,1,"60096211",88.8940731229504
6009639,1,1,1,1,"60096391",86.7572112752404
6009639,2,1,2,2,"60096391",86.7572112752404
6009645,1,1,1,1,"60096451",93.8385012510376
6009645,2,1,2,2,"60096451",93.8385012510376
6009771,1,1,1,1,"60097711",2263.1157926976
6009771,2,1,2,2,"60097711",2263.1157926976
6009786,1,1,1,1,"60097861",2595.52764703731
6009786,2,1,2,5,"60097861",2595.52764703731
6009815,1,1,1,1,"60098151",1732.62374003162
6009815,2,1,2,2,"60098151",1732.62374003162
6009816,1,1,1,1,"60098161",1494.93673246022
6009816,2,1,2,2,"60098161",1494.93673246022
6009819,1,1,1,1,"60098191",2335.06500217241
6009819,2,1,2,2,"60098191",2335.06500217241
6009830,1,1,1,1,"60098301",1902.46686189689
6009830,2,1,2,2,"60098301",1902.46686189689
6009838,1,1,1,1,"60098381",2706.84162093892
6009838,2,1,2,3,"60098381",2706.84162093892
6009851,1,1,1,1,"60098511",1944.97094524802
6009851,2,1,2,2,"60098511",1944.97094524802
6009856,1,1,1,1,"60098561",1828.92306953893
6009856,2,1,2,2,"60098561",1828.92306953893
6009871,1,1,1,1,"60098711",1962.89410698426
6009871,2,1,2,2,"60098711",1962.89410698426
6009872,1,1,1,1,"60098721",1828.92306953893
6009872,2,1,2,2,"60098721",1828.92306953893
6009881,1,1,1,1,"60098811",1962.89410698426
6009881,2,1,2,2,"60098811",1962.89410698426
6009889,1,1,1,1,"60098891",1835.34076480065
6009889,2,1,2,2,"60098891",1835.34076480065
6009920,1,1,1,1,"60099201",1793.08200371007
6009920,2,1,2,2,"60099201",1793.08200371007
6009925,1,1,1,1,"60099251",2148.52607857512
6009925,2,1,2,2,"60099251",2148.52607857512
6009956,1,1,1,1,"60099561",281.527612432272
6009956,2,1,2,2,"60099561",281.527612432272
6009960,1,1,1,1,"60099601",276.319380356566
6009960,2,1,2,2,"60099601",276.319380356566
6009970,1,1,1,1,"60099701",281.527612432272
6009970,2,1,2,2,"60099701",281.527612432272
6010061,1,1,1,1,"60100611",591.082003660067
6010061,2,1,2,3,"60100611",591.082003660067
6010061,3,1,3,5,"60100611",591.082003660067
6010061,4,1,4,4,"60100611",591.082003660067
6010138,1,1,1,1,"60101381",1861.92996374996
6010138,2,1,2,2,"60101381",1861.92996374996
6010143,1,1,1,1,"60101431",2796.89938037307
6010143,2,1,2,2,"60101431",2796.89938037307
6010152,1,1,1,1,"60101521",1755.0683926831
6010152,2,1,2,2,"60101521",1755.0683926831
6010179,1,1,1,1,"60101791",4396.14453030213
6010179,2,1,2,2,"60101791",4396.14453030213
6010179,3,1,3,3,"60101791",4396.14453030213
6010186,1,1,1,1,"60101861",1008.11173829947
6010186,2,1,2,2,"60101861",1008.11173829947
6010200,1,1,1,1,"60102001",551.710569712277
6010200,2,1,2,2,"60102001",551.710569712277
6010259,1,1,1,1,"60102591",93.2182217880357
6010259,2,1,2,2,"60102591",93.2182217880357
6010260,1,1,1,1,"60102601",91.2193020341627
6010260,2,1,2,2,"60102601",91.2193020341627
6010407,1,1,1,1,"60104071",29.3010071776693
6010407,2,1,2,2,"60104071",29.3010071776693
6010441,1,1,1,1,"60104411",1802.3232652239
6010441,2,1,2,2,"60104411",1802.3232652239
6010462,1,1,1,1,"60104621",1669.35117313562
6010462,2,1,2,2,"60104621",1669.35117313562
6010466,1,1,1,1,"60104661",1668.35222777857
6010466,2,1,2,2,"60104661",1668.35222777857
6010471,1,1,1,1,"60104711",1636.5854671273
6010471,2,1,2,2,"60104711",1636.5854671273
6010472,1,1,1,1,"60104721",2565.33536912504
6010472,2,1,2,2,"60104721",2565.33536912504
6010472,3,1,3,3,"60104721",2565.33536912504
6010519,1,1,1,1,"60105191",3407.96640111834
6010519,2,1,2,2,"60105191",3407.96640111834
6010529,1,1,1,1,"60105291",4816.81402392864
6010529,2,1,2,2,"60105291",4816.81402392864
6010553,1,1,1,1,"60105531",2126.63653059916
6010553,2,1,2,2,"60105531",2126.63653059916
6010577,1,1,1,1,"60105771",875.550447383894
6010577,2,1,2,2,"60105771",875.550447383894
6010584,1,1,1,1,"60105841",234.311618162907
6010584,2,1,2,2,"60105841",234.311618162907
6010607,1,1,1,1,"60106071",5456.73343821198
6010607,2,1,2,2,"60106071",5456.73343821198
6010610,1,1,1,1,"60106101",4380.4057969706
6010610,2,1,2,2,"60106101",4380.4057969706
6010616,1,1,1,1,"60106161",2796.70972530835
6010616,2,1,2,2,"60106161",2796.70972530835
6010620,1,1,1,1,"60106201",2208.9929333832
6010620,2,1,2,2,"60106201",2208.9929333832
6010660,1,1,1,1,"60106601",193.40653022779
6010660,2,1,2,2,"60106601",193.40653022779
6010662,1,1,1,1,"60106621",142.458770219712
6010662,2,1,2,2,"60106621",142.458770219712
6010730,1,1,1,1,"60107301",198.947311110219
6010730,2,1,2,2,"60107301",198.947311110219
6010737,1,1,1,2,"60107371",173.567363867507
6010737,2,1,2,3,"60107371",173.567363867507
6010738,1,1,1,1,"60107381",784.221967517678
6010738,2,1,2,3,"60107381",784.221967517678
6010756,1,1,1,1,"60107561",202.164814647598
6010756,2,1,2,2,"60107561",202.164814647598
6010798,1,1,1,1,"60107981",359.474216213966
6010798,2,1,2,2,"60107981",359.474216213966
